activity,person,meta_file,terminal_positoin
6_stDown,person04050,HASC0405421.meta,pants-pocket
6_stDown,person04050,HASC0405422.meta,bag
6_stDown,person04050,HASC0405423.meta,hand
6_stDown,person04050,HASC0405424.meta,pants-pocket
6_stDown,person04050,HASC0405425.meta,pants-pocket
6_stDown,person04050,HASC0405426.meta,bag
6_stDown,person04050,HASC0405427.meta,hand
6_stDown,person04050,HASC0405428.meta,pants-pocket
6_stDown,person04050,HASC0405429.meta,pants-pocket
6_stDown,person04051,HASC0405434.meta,waist
6_stDown,person04052,HASC0405439.meta,waist
6_stDown,person04053,HASC0405444.meta,waist
6_stDown,person04054,HASC0405449.meta,waist
6_stDown,person04055,HASC0405454.meta,waist
6_stDown,person04061,HASC0405086.meta,pants-pocket
6_stDown,person04061,HASC0405087.meta,pants-pocket
6_stDown,person04061,HASC0405088.meta,pants-pocket
6_stDown,person04061,HASC0405089.meta,pants-pocket
6_stDown,person04061,HASC0405090.meta,pants-pocket
6_stDown,person05001,HASC0505554.meta,pants-pocket
6_stDown,person05001,HASC0505555.meta,waist
6_stDown,person05001,HASC0505556.meta,pants-pocket
6_stDown,person05001,HASC0505557.meta,waist
6_stDown,person05001,HASC0505558.meta,pants-pocket
6_stDown,person05001,HASC0505559.meta,waist
6_stDown,person05001,HASC0505560.meta,pants-pocket
6_stDown,person05001,HASC0505561.meta,waist
6_stDown,person05001,HASC0505562.meta,pants-pocket
6_stDown,person05001,HASC0505563.meta,waist
6_stDown,person05002,HASC0505564.meta,waist
6_stDown,person05002,HASC0505565.meta,waist
6_stDown,person05002,HASC0505566.meta,waist
6_stDown,person05003,HASC0505567.meta,chest
6_stDown,person05003,HASC0505568.meta,waist
6_stDown,person05003,HASC0505569.meta,chest
6_stDown,person05003,HASC0505570.meta,waist
6_stDown,person05003,HASC0505571.meta,chest
6_stDown,person05003,HASC0505572.meta,waist
6_stDown,person05003,HASC0505573.meta,chest
6_stDown,person05003,HASC0505574.meta,waist
6_stDown,person05003,HASC0505575.meta,chest
6_stDown,person05003,HASC0505576.meta,waist
6_stDown,person05004,HASC0505577.meta,pants-pocket
6_stDown,person05004,HASC0505578.meta,waist
6_stDown,person05004,HASC0505579.meta,pants-pocket
6_stDown,person05004,HASC0505580.meta,pants-pocket
6_stDown,person05004,HASC0505581.meta,waist
6_stDown,person05004,HASC0505582.meta,pants-pocket
6_stDown,person05004,HASC0505583.meta,waist
6_stDown,person05004,HASC0505584.meta,waist
6_stDown,person05004,HASC0505585.meta,pants-pocket
6_stDown,person05004,HASC0505586.meta,waist
6_stDown,person05005,HASC0505587.meta,pants-pocket
6_stDown,person05005,HASC0505588.meta,waist
6_stDown,person05005,HASC0505589.meta,pants-pocket
6_stDown,person05005,HASC0505590.meta,waist
6_stDown,person05005,HASC0505591.meta,pants-pocket
6_stDown,person05005,HASC0505592.meta,waist
6_stDown,person05005,HASC0505593.meta,pants-pocket
6_stDown,person05005,HASC0505594.meta,waist
6_stDown,person05005,HASC0505595.meta,pants-pocket
6_stDown,person05005,HASC0505596.meta,waist
6_stDown,person05006,HASC0505597.meta,chest
6_stDown,person05006,HASC0505598.meta,waist
6_stDown,person05006,HASC0505599.meta,chest
6_stDown,person05006,HASC0505600.meta,waist
6_stDown,person05006,HASC0505601.meta,chest
6_stDown,person05006,HASC0505602.meta,waist
6_stDown,person05006,HASC0505603.meta,chest
6_stDown,person05006,HASC0505604.meta,waist
6_stDown,person05006,HASC0505605.meta,chest
6_stDown,person05006,HASC0505606.meta,waist
6_stDown,person05007,HASC0505607.meta,waist
6_stDown,person05007,HASC0505608.meta,waist
6_stDown,person05007,HASC0505609.meta,waist
6_stDown,person05007,HASC0505610.meta,waist
6_stDown,person05007,HASC0505611.meta,waist
6_stDown,person05008,HASC0505612.meta,pants-pocket
6_stDown,person05008,HASC0505613.meta,waist
6_stDown,person05008,HASC0505614.meta,pants-pocket
6_stDown,person05008,HASC0505615.meta,waist
6_stDown,person05008,HASC0505616.meta,pants-pocket
6_stDown,person05008,HASC0505617.meta,waist
6_stDown,person05008,HASC0505618.meta,pants-pocket
6_stDown,person05008,HASC0505619.meta,waist
6_stDown,person05008,HASC0505620.meta,pants-pocket
6_stDown,person05008,HASC0505621.meta,waist
6_stDown,person05009,HASC0505622.meta,pants-pocket
6_stDown,person05009,HASC0505623.meta,waist
6_stDown,person05009,HASC0505624.meta,pants-pocket
6_stDown,person05009,HASC0505625.meta,waist
6_stDown,person05009,HASC0505626.meta,pants-pocket
6_stDown,person05009,HASC0505627.meta,waist
6_stDown,person05009,HASC0505628.meta,pants-pocket
6_stDown,person05009,HASC0505629.meta,waist
6_stDown,person05009,HASC0505630.meta,pants-pocket
6_stDown,person05009,HASC0505631.meta,waist
6_stDown,person05010,HASC0505632.meta,pants-pocket
6_stDown,person05010,HASC0505633.meta,pants-pocket
6_stDown,person05010,HASC0505634.meta,pants-pocket
6_stDown,person05010,HASC0505635.meta,waist
6_stDown,person05010,HASC0505636.meta,pants-pocket
6_stDown,person05010,HASC0505637.meta,waist
6_stDown,person05010,HASC0505638.meta,waist
6_stDown,person05010,HASC0505639.meta,waist
6_stDown,person05010,HASC0505640.meta,waist
6_stDown,person05011,HASC0505641.meta,pants-pocket
6_stDown,person05011,HASC0505642.meta,waist
6_stDown,person05011,HASC0505643.meta,pants-pocket
6_stDown,person05011,HASC0505644.meta,waist
6_stDown,person05011,HASC0505645.meta,pants-pocket
6_stDown,person05011,HASC0505646.meta,waist
6_stDown,person05011,HASC0505647.meta,pants-pocket
6_stDown,person05011,HASC0505648.meta,waist
6_stDown,person05011,HASC0505649.meta,pants-pocket
6_stDown,person05011,HASC0505650.meta,waist
6_stDown,person05012,HASC0505651.meta,chest
6_stDown,person05012,HASC0505652.meta,chest
6_stDown,person05012,HASC0505653.meta,waist
6_stDown,person05012,HASC0505654.meta,chest
6_stDown,person05012,HASC0505655.meta,waist
6_stDown,person05012,HASC0505656.meta,chest
6_stDown,person05012,HASC0505657.meta,waist
6_stDown,person05012,HASC0505658.meta,chest
6_stDown,person05012,HASC0505659.meta,waist
6_stDown,person05012,HASC0505660.meta,waist
6_stDown,person05013,HASC0505661.meta,pants-pocket
6_stDown,person05013,HASC0505662.meta,waist
6_stDown,person05013,HASC0505663.meta,pants-pocket
6_stDown,person05013,HASC0505664.meta,waist
6_stDown,person05013,HASC0505665.meta,waist
6_stDown,person05013,HASC0505666.meta,pants-pocket
6_stDown,person05013,HASC0505667.meta,waist
6_stDown,person05013,HASC0505668.meta,pants-pocket
6_stDown,person05013,HASC0505669.meta,waist
6_stDown,person05013,HASC0505671.meta,waist
6_stDown,person05014,HASC0505672.meta,hand
6_stDown,person05014,HASC0505673.meta,waist
6_stDown,person05014,HASC0505674.meta,hand
6_stDown,person05014,HASC0505675.meta,waist
6_stDown,person05014,HASC0505676.meta,hand
6_stDown,person05014,HASC0505677.meta,waist
6_stDown,person05014,HASC0505678.meta,hand
6_stDown,person05014,HASC0505679.meta,waist
6_stDown,person05014,HASC0505680.meta,hand
6_stDown,person05014,HASC0505681.meta,waist
6_stDown,person05015,HASC0505682.meta,waist
6_stDown,person05015,HASC0505683.meta,chest
6_stDown,person05015,HASC0505684.meta,waist
6_stDown,person05015,HASC0505685.meta,chest
6_stDown,person05015,HASC0505686.meta,chest
6_stDown,person05015,HASC0505687.meta,waist
6_stDown,person05015,HASC0505688.meta,waist
6_stDown,person05015,HASC0505689.meta,chest
6_stDown,person05015,HASC0505690.meta,waist
6_stDown,person05015,HASC0505691.meta,chest
6_stDown,person05016,HASC0505692.meta,waist
6_stDown,person05016,HASC0505693.meta,waist
6_stDown,person05016,HASC0505694.meta,waist
6_stDown,person05016,HASC0505695.meta,waist
6_stDown,person05016,HASC0505696.meta,waist
6_stDown,person05016,HASC0505697.meta,waist
6_stDown,person05016,HASC0505698.meta,waist
6_stDown,person05016,HASC0505699.meta,waist
6_stDown,person05016,HASC0505700.meta,waist
6_stDown,person05016,HASC0505701.meta,waist
6_stDown,person05017,HASC0505702.meta,pants-pocket
6_stDown,person05017,HASC0505703.meta,waist
6_stDown,person05017,HASC0505704.meta,pants-pocket
6_stDown,person05017,HASC0505705.meta,waist
6_stDown,person05017,HASC0505706.meta,pants-pocket
6_stDown,person05017,HASC0505707.meta,waist
6_stDown,person05017,HASC0505708.meta,pants-pocket
6_stDown,person05017,HASC0505709.meta,waist
6_stDown,person05017,HASC0505710.meta,waist
6_stDown,person05017,HASC0505711.meta,pants-pocket
6_stDown,person05018,HASC0505712.meta,waist
6_stDown,person05018,HASC0505713.meta,waist
6_stDown,person05018,HASC0505714.meta,waist
6_stDown,person05018,HASC0505715.meta,waist
6_stDown,person05018,HASC0505716.meta,waist
6_stDown,person05018,HASC0505717.meta,waist
6_stDown,person05018,HASC0505718.meta,waist
6_stDown,person05018,HASC0505719.meta,waist
6_stDown,person05018,HASC0505720.meta,waist
6_stDown,person05018,HASC0505721.meta,waist
6_stDown,person05019,HASC0505722.meta,waist
6_stDown,person05019,HASC0505723.meta,waist
6_stDown,person05019,HASC0505724.meta,waist
6_stDown,person05019,HASC0505725.meta,waist
6_stDown,person05020,HASC0505726.meta,chest
6_stDown,person05020,HASC0505727.meta,waist
6_stDown,person05020,HASC0505728.meta,chest
6_stDown,person05020,HASC0505729.meta,waist
6_stDown,person05020,HASC0505730.meta,chest
6_stDown,person05020,HASC0505731.meta,waist
6_stDown,person05020,HASC0505732.meta,chest
6_stDown,person05020,HASC0505733.meta,waist
6_stDown,person05020,HASC0505734.meta,chest
6_stDown,person05020,HASC0505735.meta,waist
6_stDown,person05021,HASC0505736.meta,waist
6_stDown,person05021,HASC0505737.meta,pants-pocket
6_stDown,person05021,HASC0505738.meta,waist
6_stDown,person05021,HASC0505739.meta,pants-pocket
6_stDown,person05021,HASC0505740.meta,waist
6_stDown,person05021,HASC0505741.meta,pants-pocket
6_stDown,person05021,HASC0505742.meta,pants-pocket
6_stDown,person05021,HASC0505743.meta,waist
6_stDown,person05021,HASC0505744.meta,waist
6_stDown,person05021,HASC0505745.meta,pants-pocket
6_stDown,person05022,HASC0505746.meta,waist
6_stDown,person05022,HASC0505747.meta,hand
6_stDown,person05022,HASC0505748.meta,hand
6_stDown,person05022,HASC0505749.meta,hand
6_stDown,person05022,HASC0505750.meta,hand
6_stDown,person05022,HASC0505751.meta,waist
6_stDown,person05022,HASC0505752.meta,hand
6_stDown,person05022,HASC0505753.meta,waist
6_stDown,person05023,HASC0505754.meta,pants-pocket
6_stDown,person05023,HASC0505755.meta,waist
6_stDown,person05023,HASC0505756.meta,pants-pocket
6_stDown,person05023,HASC0505757.meta,waist
6_stDown,person05023,HASC0505758.meta,pants-pocket
6_stDown,person05023,HASC0505759.meta,waist
6_stDown,person05023,HASC0505760.meta,pants-pocket
6_stDown,person05023,HASC0505761.meta,waist
6_stDown,person05023,HASC0505762.meta,pants-pocket
6_stDown,person05023,HASC0505763.meta,waist
6_stDown,person05024,HASC0505764.meta,waist
6_stDown,person05024,HASC0505765.meta,pants-pocket
6_stDown,person05024,HASC0505766.meta,waist
6_stDown,person05024,HASC0505767.meta,pants-pocket
6_stDown,person05024,HASC0505768.meta,waist
6_stDown,person05024,HASC0505769.meta,pants-pocket
6_stDown,person05024,HASC0505770.meta,waist
6_stDown,person05024,HASC0505771.meta,pants-pocket
6_stDown,person05024,HASC0505772.meta,waist
6_stDown,person05024,HASC0505773.meta,pants-pocket
6_stDown,person05025,HASC0505774.meta,pants-pocket
6_stDown,person05025,HASC0505775.meta,waist
6_stDown,person05025,HASC0505776.meta,pants-pocket
6_stDown,person05025,HASC0505777.meta,waist
6_stDown,person05025,HASC0505778.meta,pants-pocket
6_stDown,person05025,HASC0505779.meta,waist
6_stDown,person05025,HASC0505780.meta,pants-pocket
6_stDown,person05025,HASC0505781.meta,waist
6_stDown,person05025,HASC0505782.meta,pants-pocket
6_stDown,person05025,HASC0505783.meta,waist
6_stDown,person05026,HASC0505784.meta,bag
6_stDown,person05026,HASC0505785.meta,waist
6_stDown,person05026,HASC0505786.meta,bag
6_stDown,person05026,HASC0505787.meta,waist
6_stDown,person05026,HASC0505788.meta,bag
6_stDown,person05026,HASC0505789.meta,waist
6_stDown,person05026,HASC0505790.meta,waist
6_stDown,person05026,HASC0505791.meta,bag
6_stDown,person05026,HASC0505792.meta,bag
6_stDown,person05026,HASC0505793.meta,waist
6_stDown,person05026,HASC0505794.meta,bag
6_stDown,person05026,HASC0505795.meta,waist
6_stDown,person05027,HASC0505796.meta,waist
6_stDown,person05027,HASC0505797.meta,pants-pocket
6_stDown,person05027,HASC0505798.meta,waist
6_stDown,person05027,HASC0505799.meta,pants-pocket
6_stDown,person05027,HASC0505800.meta,waist
6_stDown,person05027,HASC0505801.meta,pants-pocket
6_stDown,person05027,HASC0505802.meta,waist
6_stDown,person05027,HASC0505803.meta,pants-pocket
6_stDown,person05027,HASC0505804.meta,pants-pocket
6_stDown,person05027,HASC0505805.meta,waist
6_stDown,person05028,HASC0505806.meta,chest
6_stDown,person05028,HASC0505807.meta,waist
6_stDown,person05028,HASC0505808.meta,chest
6_stDown,person05028,HASC0505809.meta,waist
6_stDown,person05028,HASC0505810.meta,chest
6_stDown,person05028,HASC0505811.meta,waist
6_stDown,person05028,HASC0505812.meta,chest
6_stDown,person05028,HASC0505813.meta,waist
6_stDown,person05028,HASC0505814.meta,chest
6_stDown,person05028,HASC0505815.meta,waist
6_stDown,person05029,HASC0505816.meta,waist
6_stDown,person05029,HASC0505817.meta,waist
6_stDown,person05029,HASC0505818.meta,waist
6_stDown,person05029,HASC0505819.meta,waist
6_stDown,person05029,HASC0505820.meta,waist
6_stDown,person05029,HASC0505821.meta,waist
6_stDown,person05029,HASC0505822.meta,waist
6_stDown,person05029,HASC0505823.meta,waist
6_stDown,person05029,HASC0505824.meta,waist
6_stDown,person05029,HASC0505825.meta,waist
6_stDown,person05030,HASC0505826.meta,waist
6_stDown,person05030,HASC0505827.meta,waist
6_stDown,person05030,HASC0505828.meta,waist
6_stDown,person05030,HASC0505829.meta,waist
6_stDown,person05030,HASC0505830.meta,waist
6_stDown,person05030,HASC0505831.meta,waist
6_stDown,person05030,HASC0505832.meta,waist
6_stDown,person05030,HASC0505833.meta,waist
6_stDown,person05030,HASC0505834.meta,waist
6_stDown,person05030,HASC0505835.meta,waist
6_stDown,person05031,HASC0505836.meta,pants-pocket
6_stDown,person05031,HASC0505837.meta,waist
6_stDown,person05031,HASC0505838.meta,pants-pocket
6_stDown,person05031,HASC0505839.meta,waist
6_stDown,person05031,HASC0505840.meta,waist
6_stDown,person05031,HASC0505841.meta,pants-pocket
6_stDown,person05031,HASC0505842.meta,waist
6_stDown,person05031,HASC0505843.meta,pants-pocket
6_stDown,person05031,HASC0505844.meta,waist
6_stDown,person05031,HASC0505845.meta,pants-pocket
6_stDown,person05031,HASC0505846.meta,waist
6_stDown,person05032,HASC0505847.meta,bag
6_stDown,person05032,HASC0505848.meta,waist
6_stDown,person05032,HASC0505849.meta,bag
6_stDown,person05032,HASC0505850.meta,waist
6_stDown,person05032,HASC0505851.meta,bag
6_stDown,person05032,HASC0505852.meta,waist
6_stDown,person05032,HASC0505853.meta,bag
6_stDown,person05032,HASC0505854.meta,waist
6_stDown,person05032,HASC0505855.meta,bag
6_stDown,person05032,HASC0505856.meta,waist
6_stDown,person05033,HASC0505857.meta,chest
6_stDown,person05033,HASC0505858.meta,waist
6_stDown,person05033,HASC0505859.meta,chest
6_stDown,person05033,HASC0505860.meta,chest
6_stDown,person05033,HASC0505861.meta,waist
6_stDown,person05033,HASC0505862.meta,chest
6_stDown,person05033,HASC0505863.meta,waist
6_stDown,person05033,HASC0505864.meta,chest
6_stDown,person05033,HASC0505865.meta,waist
6_stDown,person05034,HASC0505866.meta,pants-pocket
6_stDown,person05034,HASC0505867.meta,pants-pocket
6_stDown,person05034,HASC0505868.meta,pants-pocket
6_stDown,person05034,HASC0505869.meta,waist
6_stDown,person05034,HASC0505870.meta,pants-pocket
6_stDown,person05034,HASC0505871.meta,pants-pocket
6_stDown,person05034,HASC0505872.meta,waist
6_stDown,person05034,HASC0505873.meta,waist
6_stDown,person05034,HASC0505874.meta,waist
6_stDown,person05034,HASC0505875.meta,waist
6_stDown,person05035,HASC0505876.meta,chest
6_stDown,person05035,HASC0505877.meta,chest
6_stDown,person05035,HASC0505878.meta,chest
6_stDown,person05035,HASC0505879.meta,waist
6_stDown,person05035,HASC0505880.meta,chest
6_stDown,person05035,HASC0505881.meta,waist
6_stDown,person05035,HASC0505882.meta,chest
6_stDown,person05035,HASC0505883.meta,waist
6_stDown,person05035,HASC0505884.meta,waist
6_stDown,person05035,HASC0505885.meta,waist
6_stDown,person05036,HASC0505886.meta,waist
6_stDown,person05036,HASC0505887.meta,waist
6_stDown,person05036,HASC0505888.meta,waist
6_stDown,person05036,HASC0505889.meta,waist
6_stDown,person05036,HASC0505890.meta,waist
6_stDown,person05036,HASC0505891.meta,waist
6_stDown,person05036,HASC0505892.meta,waist
6_stDown,person05036,HASC0505893.meta,waist
6_stDown,person05036,HASC0505894.meta,waist
6_stDown,person05036,HASC0505895.meta,waist
6_stDown,person05036,HASC0505896.meta,waist
6_stDown,person05036,HASC0505897.meta,waist
6_stDown,person05037,HASC0505898.meta,hand
6_stDown,person05037,HASC0505899.meta,waist
6_stDown,person05037,HASC0505900.meta,hand
6_stDown,person05037,HASC0505901.meta,waist
6_stDown,person05037,HASC0505902.meta,hand
6_stDown,person05037,HASC0505903.meta,waist
6_stDown,person05037,HASC0505904.meta,hand
6_stDown,person05037,HASC0505905.meta,waist
6_stDown,person05037,HASC0505906.meta,hand
6_stDown,person05037,HASC0505907.meta,waist
6_stDown,person05038,HASC0505908.meta,waist
6_stDown,person05038,HASC0505909.meta,pants-pocket
6_stDown,person05038,HASC0505910.meta,waist
6_stDown,person05038,HASC0505911.meta,pants-pocket
6_stDown,person05038,HASC0505912.meta,waist
6_stDown,person05038,HASC0505913.meta,pants-pocket
6_stDown,person05038,HASC0505914.meta,waist
6_stDown,person05038,HASC0505915.meta,pants-pocket
6_stDown,person05038,HASC0505916.meta,pants-pocket
6_stDown,person05038,HASC0505917.meta,waist
6_stDown,person05039,HASC0505918.meta,pants-pocket
6_stDown,person05039,HASC0505919.meta,pants-pocket
6_stDown,person05039,HASC0505920.meta,pants-pocket
6_stDown,person05039,HASC0505921.meta,waist
6_stDown,person05039,HASC0505922.meta,pants-pocket
6_stDown,person05039,HASC0505923.meta,waist
6_stDown,person05039,HASC0505924.meta,pants-pocket
6_stDown,person05039,HASC0505925.meta,waist
6_stDown,person05039,HASC0505926.meta,waist
6_stDown,person05039,HASC0505927.meta,waist
6_stDown,person05040,HASC0505928.meta,pants-pocket
6_stDown,person05040,HASC0505929.meta,pants-pocket
6_stDown,person05040,HASC0505930.meta,pants-pocket
6_stDown,person05040,HASC0505931.meta,pants-pocket
6_stDown,person05040,HASC0505932.meta,waist
6_stDown,person05040,HASC0505933.meta,pants-pocket
6_stDown,person05040,HASC0505934.meta,waist
6_stDown,person05040,HASC0505935.meta,waist
6_stDown,person05040,HASC0505936.meta,waist
6_stDown,person05040,HASC0505937.meta,waist
6_stDown,person05041,HASC0505938.meta,chest
6_stDown,person05041,HASC0505939.meta,waist
6_stDown,person05041,HASC0505940.meta,chest
6_stDown,person05041,HASC0505941.meta,waist
6_stDown,person05041,HASC0505942.meta,chest
6_stDown,person05041,HASC0505943.meta,waist
6_stDown,person05041,HASC0505944.meta,chest
6_stDown,person05041,HASC0505945.meta,waist
6_stDown,person05041,HASC0505946.meta,chest
6_stDown,person05041,HASC0505947.meta,waist
6_stDown,person05042,HASC0505948.meta,pants-pocket
6_stDown,person05042,HASC0505949.meta,waist
6_stDown,person05042,HASC0505950.meta,pants-pocket
6_stDown,person05042,HASC0505951.meta,waist
6_stDown,person05042,HASC0505952.meta,pants-pocket
6_stDown,person05042,HASC0505953.meta,waist
6_stDown,person05042,HASC0505954.meta,pants-pocket
6_stDown,person05042,HASC0505955.meta,waist
6_stDown,person05042,HASC0505956.meta,pants-pocket
6_stDown,person05042,HASC0505957.meta,waist
6_stDown,person05043,HASC0505958.meta,waist
6_stDown,person05043,HASC0505959.meta,pants-pocket
6_stDown,person05043,HASC0505960.meta,pants-pocket
6_stDown,person05043,HASC0505961.meta,waist
6_stDown,person05043,HASC0505962.meta,pants-pocket
6_stDown,person05043,HASC0505963.meta,waist
6_stDown,person05043,HASC0505964.meta,pants-pocket
6_stDown,person05043,HASC0505965.meta,waist
6_stDown,person05043,HASC0505966.meta,pants-pocket
6_stDown,person05043,HASC0505967.meta,waist
6_stDown,person05044,HASC0505968.meta,waist
6_stDown,person05044,HASC0505969.meta,pants-pocket
6_stDown,person05044,HASC0505970.meta,waist
6_stDown,person05044,HASC0505971.meta,pants-pocket
6_stDown,person05044,HASC0505972.meta,waist
6_stDown,person05044,HASC0505973.meta,pants-pocket
6_stDown,person05044,HASC0505974.meta,waist
6_stDown,person05044,HASC0505975.meta,pants-pocket
6_stDown,person05044,HASC0505976.meta,waist
6_stDown,person05044,HASC0505977.meta,pants-pocket
6_stDown,person05045,HASC0505978.meta,bag
6_stDown,person05045,HASC0505979.meta,waist
6_stDown,person05045,HASC0505980.meta,bag
6_stDown,person05045,HASC0505981.meta,waist
6_stDown,person05045,HASC0505982.meta,bag
6_stDown,person05045,HASC0505983.meta,waist
6_stDown,person05045,HASC0505984.meta,waist
6_stDown,person05045,HASC0505985.meta,waist
6_stDown,person05046,HASC0505986.meta,bag
6_stDown,person05046,HASC0505987.meta,waist
6_stDown,person05046,HASC0505988.meta,bag
6_stDown,person05046,HASC0505989.meta,waist
6_stDown,person05046,HASC0505990.meta,bag
6_stDown,person05046,HASC0505991.meta,waist
6_stDown,person05046,HASC0505992.meta,waist
6_stDown,person05046,HASC0505993.meta,bag
6_stDown,person05046,HASC0505994.meta,waist
6_stDown,person05046,HASC0505995.meta,bag
6_stDown,person05047,HASC0505996.meta,waist
6_stDown,person05047,HASC0505997.meta,waist
6_stDown,person05047,HASC0505998.meta,pants-pocket
6_stDown,person05047,HASC0505999.meta,waist
6_stDown,person05047,HASC0506000.meta,waist
6_stDown,person05047,HASC0506001.meta,waist
6_stDown,person05047,HASC0506002.meta,pants-pocket
6_stDown,person05047,HASC0506003.meta,pants-pocket
6_stDown,person05048,HASC0506004.meta,pants-pocket
6_stDown,person05048,HASC0506005.meta,waist
6_stDown,person05048,HASC0506006.meta,pants-pocket
6_stDown,person05048,HASC0506007.meta,waist
6_stDown,person05048,HASC0506008.meta,pants-pocket
6_stDown,person05048,HASC0506009.meta,waist
6_stDown,person05048,HASC0506010.meta,pants-pocket
6_stDown,person05048,HASC0506011.meta,waist
6_stDown,person05048,HASC0506012.meta,pants-pocket
6_stDown,person05048,HASC0506013.meta,waist
6_stDown,person05049,HASC0506014.meta,chest
6_stDown,person05049,HASC0506015.meta,waist
6_stDown,person05049,HASC0506016.meta,chest
6_stDown,person05049,HASC0506017.meta,waist
6_stDown,person05049,HASC0506018.meta,chest
6_stDown,person05049,HASC0506019.meta,waist
6_stDown,person05049,HASC0506020.meta,chest
6_stDown,person05049,HASC0506021.meta,waist
6_stDown,person05049,HASC0506022.meta,chest
6_stDown,person05049,HASC0506023.meta,waist
6_stDown,person05050,HASC0506024.meta,waist
6_stDown,person05050,HASC0506025.meta,pants-pocket
6_stDown,person05050,HASC0506026.meta,waist
6_stDown,person05050,HASC0506027.meta,pants-pocket
6_stDown,person05050,HASC0506028.meta,waist
6_stDown,person05050,HASC0506029.meta,waist
6_stDown,person05050,HASC0506030.meta,waist
6_stDown,person05050,HASC0506031.meta,pants-pocket
6_stDown,person05051,HASC0506032.meta,waist
6_stDown,person05051,HASC0506033.meta,waist
6_stDown,person05051,HASC0506034.meta,waist
6_stDown,person05051,HASC0506035.meta,waist
6_stDown,person05051,HASC0506036.meta,waist
6_stDown,person05051,HASC0506037.meta,waist
6_stDown,person05051,HASC0506038.meta,waist
6_stDown,person05051,HASC0506039.meta,waist
6_stDown,person05051,HASC0506040.meta,waist
6_stDown,person05051,HASC0506041.meta,waist
6_stDown,person05051,HASC0506042.meta,waist
6_stDown,person05052,HASC0506043.meta,hand
6_stDown,person05052,HASC0506044.meta,waist
6_stDown,person05052,HASC0506045.meta,hand
6_stDown,person05052,HASC0506046.meta,waist
6_stDown,person05052,HASC0506047.meta,hand
6_stDown,person05052,HASC0506048.meta,waist
6_stDown,person05052,HASC0506049.meta,hand
6_stDown,person05052,HASC0506050.meta,waist
6_stDown,person05052,HASC0506051.meta,hand
6_stDown,person05052,HASC0506052.meta,waist
6_stDown,person05053,HASC0506053.meta,hand
6_stDown,person05053,HASC0506054.meta,waist
6_stDown,person05053,HASC0506055.meta,hand
6_stDown,person05053,HASC0506056.meta,waist
6_stDown,person05053,HASC0506057.meta,hand
6_stDown,person05053,HASC0506058.meta,waist
6_stDown,person05053,HASC0506059.meta,hand
6_stDown,person05053,HASC0506060.meta,waist
6_stDown,person05053,HASC0506061.meta,hand
6_stDown,person05053,HASC0506062.meta,waist
6_stDown,person05054,HASC0506063.meta,waist
6_stDown,person05054,HASC0506064.meta,waist
6_stDown,person05054,HASC0506065.meta,waist
6_stDown,person05054,HASC0506066.meta,waist
6_stDown,person05054,HASC0506067.meta,waist
6_stDown,person05054,HASC0506068.meta,waist
6_stDown,person05054,HASC0506069.meta,waist
6_stDown,person05054,HASC0506070.meta,waist
6_stDown,person05054,HASC0506071.meta,waist
6_stDown,person05054,HASC0506072.meta,waist
6_stDown,person05055,HASC0506073.meta,waist
6_stDown,person05055,HASC0506074.meta,waist
6_stDown,person05055,HASC0506075.meta,waist
6_stDown,person05055,HASC0506076.meta,waist
6_stDown,person05055,HASC0506077.meta,waist
6_stDown,person05055,HASC0506078.meta,waist
6_stDown,person05055,HASC0506079.meta,waist
6_stDown,person05055,HASC0506080.meta,waist
6_stDown,person05055,HASC0506081.meta,waist
6_stDown,person05055,HASC0506082.meta,waist
6_stDown,person05056,HASC0506083.meta,waist
6_stDown,person05056,HASC0506084.meta,waist
6_stDown,person05056,HASC0506085.meta,waist
6_stDown,person05056,HASC0506086.meta,waist
6_stDown,person05056,HASC0506087.meta,waist
6_stDown,person05056,HASC0506088.meta,waist
6_stDown,person05056,HASC0506089.meta,waist
6_stDown,person05056,HASC0506090.meta,waist
6_stDown,person05056,HASC0506091.meta,waist
6_stDown,person05056,HASC0506092.meta,waist
6_stDown,person05057,HASC0506093.meta,waist
6_stDown,person05057,HASC0506094.meta,bag
6_stDown,person05057,HASC0506095.meta,bag
6_stDown,person05057,HASC0506096.meta,waist
6_stDown,person05057,HASC0506097.meta,bag
6_stDown,person05057,HASC0506098.meta,waist
6_stDown,person05057,HASC0506099.meta,bag
6_stDown,person05057,HASC0506100.meta,waist
6_stDown,person05057,HASC0506101.meta,bag
6_stDown,person05057,HASC0506102.meta,waist
6_stDown,person05058,HASC0506103.meta,bag
6_stDown,person05058,HASC0506104.meta,waist
6_stDown,person05058,HASC0506105.meta,bag
6_stDown,person05058,HASC0506106.meta,waist
6_stDown,person05058,HASC0506107.meta,bag
6_stDown,person05058,HASC0506108.meta,waist
6_stDown,person05058,HASC0506109.meta,bag
6_stDown,person05058,HASC0506110.meta,waist
6_stDown,person05058,HASC0506111.meta,bag
6_stDown,person05058,HASC0506112.meta,waist
6_stDown,person05059,HASC0506113.meta,pants-pocket
6_stDown,person05059,HASC0506114.meta,pants-pocket
6_stDown,person05059,HASC0506115.meta,pants-pocket
6_stDown,person05059,HASC0506116.meta,waist
6_stDown,person05059,HASC0506117.meta,pants-pocket
6_stDown,person05059,HASC0506118.meta,waist
6_stDown,person05059,HASC0506119.meta,waist
